,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
2669,Female,Yes,29,No,Homemaker,,2.0,3.0
2671,Female,No,38,Yes,Engineer,,0.0,1.0
2672,Male,Yes,87,Yes,Lawyer,,0.0,1.0
2673,Male,Yes,51,Yes,Artist,8.0,0.0,3.0
2674,Male,Yes,51,Yes,Entertainment,1.0,1.0,4.0
2675,Male,No,31,No,Artist,3.0,0.0,2.0
2676,Female,Yes,47,Yes,Artist,1.0,1.0,3.0
2677,Female,Yes,70,No,Artist,,2.0,2.0
2679,Male,No,29,Yes,Healthcare,0.0,0.0,6.0
2681,Female,No,41,Yes,Artist,1.0,0.0,2.0
2682,Male,Yes,68,No,Entertainment,4.0,1.0,2.0
2683,Male,Yes,28,Yes,Artist,,0.0,2.0
2685,Male,Yes,75,Yes,Lawyer,1.0,0.0,1.0
2686,Female,No,39,Yes,Healthcare,0.0,0.0,1.0
2687,Male,No,18,No,Healthcare,1.0,0.0,3.0
2688,Female,Yes,42,Yes,Artist,2.0,1.0,2.0
2689,Male,Yes,48,Yes,Executive,0.0,1.0,4.0
2690,Female,Yes,70,Yes,Artist,0.0,2.0,2.0
2691,Male,Yes,45,Yes,Artist,1.0,1.0,2.0
2692,Female,No,29,Yes,Healthcare,0.0,0.0,4.0
2693,Male,Yes,50,Yes,Entertainment,1.0,1.0,3.0
2694,Female,No,22,No,Healthcare,0.0,0.0,6.0
2695,Male,Yes,46,Yes,Artist,0.0,0.0,2.0
2696,Male,Yes,39,No,Artist,,0.0,2.0
2697,Female,Yes,81,Yes,Lawyer,8.0,2.0,2.0
2699,Male,No,43,Yes,Doctor,1.0,0.0,2.0
2700,Male,Yes,66,Yes,Artist,1.0,2.0,2.0
2701,Female,No,53,Yes,Artist,0.0,0.0,2.0
2702,Female,No,29,Yes,Artist,12.0,0.0,1.0
2704,Male,Yes,70,Yes,Artist,1.0,1.0,3.0
2706,Male,No,35,Yes,Artist,1.0,0.0,2.0
2707,Female,Yes,42,Yes,Artist,0.0,2.0,2.0
2708,Female,Yes,49,Yes,Doctor,,2.0,3.0
2709,Female,No,20,No,Artist,0.0,0.0,3.0
2710,Female,Yes,27,No,Engineer,1.0,1.0,9.0
2711,Male,Yes,56,Yes,Artist,4.0,0.0,1.0
2712,Male,Yes,67,No,Artist,1.0,0.0,1.0
2713,Female,Yes,51,Yes,Artist,0.0,0.0,1.0
2715,Male,Yes,51,No,Artist,1.0,0.0,3.0
2716,Female,No,26,Yes,Artist,1.0,0.0,9.0
2717,Male,No,59,Yes,Entertainment,,0.0,3.0
2718,Female,Yes,31,Yes,Entertainment,1.0,0.0,1.0
2719,Male,Yes,43,No,Executive,1.0,2.0,3.0
2720,Male,Yes,59,No,Executive,7.0,1.0,5.0
2721,Female,No,35,Yes,Engineer,4.0,0.0,1.0
2722,Male,No,18,No,Healthcare,14.0,0.0,2.0
2723,Female,No,48,Yes,Entertainment,9.0,0.0,2.0
2725,Female,No,30,Yes,Healthcare,12.0,0.0,6.0
2726,Female,No,22,No,Healthcare,6.0,0.0,3.0
2728,Female,Yes,81,No,Engineer,0.0,2.0,2.0
2729,Female,Yes,36,No,Doctor,14.0,1.0,2.0
2730,Male,Yes,30,No,Doctor,,1.0,2.0
2731,Female,No,50,Yes,Engineer,1.0,0.0,1.0
2732,Male,Yes,51,Yes,Artist,1.0,0.0,2.0
2733,Male,Yes,66,Yes,Lawyer,0.0,2.0,3.0
2734,Female,Yes,39,Yes,Engineer,8.0,1.0,2.0
2735,Female,No,28,No,Entertainment,0.0,0.0,5.0
2736,Male,Yes,35,Yes,Executive,,1.0,3.0
2738,Male,No,27,Yes,Entertainment,,0.0,2.0
2739,Male,Yes,60,Yes,Marketing,1.0,2.0,5.0
2740,Male,Yes,52,No,Entertainment,1.0,1.0,4.0
2741,Male,Yes,32,No,Marketing,4.0,0.0,3.0
2742,Female,Yes,42,Yes,Doctor,0.0,0.0,1.0
2743,Male,No,48,Yes,Entertainment,1.0,0.0,2.0
2744,Male,Yes,75,Yes,Lawyer,,2.0,2.0
2745,Male,No,26,Yes,Homemaker,8.0,0.0,2.0
2746,Female,No,21,No,Healthcare,0.0,0.0,7.0
2747,Female,No,53,No,Artist,7.0,0.0,1.0
2748,Male,No,32,Yes,Doctor,0.0,0.0,3.0
2749,Female,Yes,56,Yes,Doctor,1.0,1.0,2.0
2750,Female,No,36,Yes,Artist,8.0,0.0,4.0
2751,Male,Yes,83,Yes,Lawyer,0.0,0.0,2.0
2752,Male,Yes,42,Yes,Executive,1.0,0.0,2.0
2753,Female,Yes,66,No,Lawyer,,2.0,2.0
2754,Male,Yes,62,Yes,Executive,0.0,2.0,2.0
2755,Male,Yes,40,No,Executive,0.0,0.0,4.0
2756,Male,No,38,Yes,Artist,2.0,0.0,1.0
2758,Female,Yes,62,Yes,Artist,3.0,0.0,2.0
2760,Female,Yes,56,Yes,Artist,0.0,1.0,2.0
2761,Male,No,42,Yes,Artist,8.0,0.0,1.0
2762,Female,No,32,No,Marketing,0.0,0.0,4.0
2763,Female,No,28,No,Marketing,0.0,0.0,5.0
2764,Male,Yes,77,No,Lawyer,0.0,0.0,2.0
2765,Male,Yes,35,Yes,Executive,8.0,2.0,4.0
2766,Female,No,30,Yes,Healthcare,8.0,0.0,2.0
2767,Female,No,53,Yes,Engineer,1.0,0.0,2.0
2768,Female,No,27,Yes,Artist,1.0,0.0,1.0
2769,Female,Yes,53,Yes,Entertainment,8.0,1.0,4.0
2771,Male,No,29,Yes,Doctor,3.0,0.0,3.0
2772,Male,No,36,Yes,Artist,6.0,0.0,3.0
2774,Male,Yes,72,Yes,Executive,0.0,2.0,4.0
2775,Female,Yes,50,Yes,Engineer,1.0,0.0,2.0
2776,Female,Yes,79,Yes,Lawyer,0.0,2.0,2.0
2777,Female,No,23,No,Marketing,4.0,0.0,4.0
2778,Female,No,25,Yes,Healthcare,0.0,0.0,1.0
2780,Male,Yes,27,Yes,Healthcare,2.0,1.0,2.0
2781,Female,Yes,62,Yes,Artist,4.0,1.0,7.0
2782,Male,Yes,29,Yes,Healthcare,2.0,1.0,2.0
2783,Female,No,31,No,Doctor,6.0,0.0,2.0
2784,Male,Yes,37,No,Engineer,,1.0,2.0
2786,Female,No,26,Yes,Artist,1.0,0.0,5.0
2787,Female,No,33,No,Healthcare,1.0,0.0,3.0
2788,Male,Yes,59,Yes,Artist,,0.0,4.0
2789,Male,Yes,57,Yes,Artist,,1.0,2.0
2790,Female,No,43,Yes,Marketing,1.0,0.0,1.0
2791,Female,Yes,50,Yes,Entertainment,0.0,1.0,4.0
2792,Female,No,29,Yes,Artist,14.0,0.0,2.0
2793,Male,No,29,No,Engineer,0.0,0.0,5.0
2794,Female,Yes,28,Yes,Doctor,,2.0,8.0
2795,Female,Yes,37,Yes,Artist,5.0,0.0,2.0
2796,Female,Yes,75,Yes,Lawyer,2.0,2.0,4.0
2797,Male,No,19,No,Entertainment,0.0,0.0,6.0
2798,Female,No,42,Yes,Artist,1.0,0.0,1.0
2800,Female,Yes,28,Yes,Doctor,0.0,1.0,2.0
2801,Male,Yes,45,Yes,Artist,0.0,1.0,4.0
2802,Male,Yes,51,Yes,Entertainment,0.0,0.0,3.0
2803,Male,No,40,No,Entertainment,1.0,0.0,1.0
2804,Male,No,42,Yes,Artist,12.0,0.0,1.0
2805,Female,No,49,Yes,Artist,3.0,0.0,1.0
2806,Female,Yes,46,Yes,Artist,,1.0,3.0
2807,Male,Yes,46,No,Entertainment,8.0,0.0,2.0
2808,Male,Yes,29,Yes,Artist,1.0,1.0,3.0
2810,Male,No,26,Yes,Healthcare,0.0,0.0,3.0
2811,Female,Yes,50,Yes,Engineer,2.0,1.0,3.0
2812,Male,No,33,Yes,Doctor,0.0,0.0,3.0
2813,Male,Yes,57,Yes,Doctor,,0.0,1.0
2814,Female,Yes,35,Yes,Artist,7.0,1.0,2.0
2815,Female,Yes,51,Yes,Artist,1.0,1.0,6.0
2816,Male,Yes,52,Yes,Entertainment,0.0,1.0,6.0
2817,Male,No,20,No,Entertainment,5.0,0.0,2.0
2818,Male,No,33,No,Marketing,1.0,0.0,6.0
2820,Female,No,37,No,Artist,,0.0,1.0
2821,Female,Yes,38,Yes,Doctor,1.0,0.0,4.0
2822,Female,No,27,No,Healthcare,14.0,0.0,1.0
2823,Male,Yes,43,Yes,Entertainment,8.0,0.0,2.0
2824,Female,No,18,No,Healthcare,0.0,0.0,5.0
2825,Female,No,29,No,Healthcare,0.0,0.0,3.0
2826,Male,Yes,86,No,Lawyer,2.0,1.0,2.0
2828,Female,Yes,52,No,Engineer,0.0,0.0,6.0
2829,Male,Yes,53,Yes,Artist,1.0,1.0,4.0
2830,Male,No,29,No,Healthcare,9.0,0.0,3.0
2831,Male,Yes,58,Yes,Artist,2.0,0.0,1.0
2833,Male,Yes,72,Yes,Lawyer,0.0,2.0,2.0
2834,Female,Yes,39,Yes,Artist,0.0,1.0,4.0
2835,Male,Yes,40,Yes,Engineer,12.0,1.0,3.0
2836,Female,No,23,No,Healthcare,3.0,0.0,5.0
2837,Female,Yes,79,Yes,Lawyer,14.0,2.0,3.0
2838,Female,Yes,70,Yes,Lawyer,0.0,2.0,2.0
2839,Female,No,27,No,Artist,0.0,0.0,6.0
2840,Male,Yes,47,No,Executive,1.0,2.0,2.0
2841,Male,Yes,58,Yes,Executive,3.0,1.0,4.0
2842,Male,Yes,26,No,Entertainment,,2.0,6.0
2843,Male,Yes,40,No,Engineer,6.0,1.0,5.0
2844,Male,Yes,35,Yes,Executive,1.0,1.0,2.0
2845,Male,Yes,31,Yes,Healthcare,0.0,0.0,2.0
2846,Female,Yes,43,Yes,Artist,1.0,2.0,4.0
2847,Male,No,21,No,Doctor,4.0,0.0,3.0
2848,Female,No,29,Yes,Artist,1.0,0.0,3.0
2850,Male,No,28,Yes,Artist,0.0,0.0,3.0
2852,Female,Yes,47,Yes,Doctor,8.0,1.0,2.0
2853,Male,Yes,52,Yes,Marketing,1.0,2.0,4.0
2854,Female,No,42,No,Marketing,5.0,0.0,2.0
2855,Female,Yes,57,Yes,Artist,2.0,2.0,3.0
2856,Male,Yes,61,Yes,Executive,0.0,2.0,2.0
2857,Male,No,33,Yes,Artist,0.0,0.0,3.0
2858,Female,Yes,41,Yes,Artist,11.0,1.0,4.0
2859,Female,No,39,Yes,Doctor,9.0,0.0,3.0
2860,Male,No,40,Yes,Doctor,4.0,0.0,2.0
2861,Female,Yes,52,Yes,Artist,1.0,0.0,3.0
2862,Female,Yes,48,Yes,Artist,,1.0,2.0
2863,Female,No,33,Yes,Doctor,,0.0,3.0
2864,Male,No,43,Yes,Artist,0.0,0.0,1.0
2866,Female,Yes,36,Yes,Entertainment,6.0,0.0,2.0
2867,Male,Yes,38,Yes,Entertainment,8.0,0.0,2.0
2868,Female,No,30,Yes,Artist,0.0,0.0,5.0
2869,Male,No,39,Yes,Marketing,1.0,0.0,4.0
2870,Female,No,46,Yes,Entertainment,1.0,0.0,2.0
2871,Male,Yes,43,No,Executive,3.0,2.0,4.0
2873,Female,Yes,41,Yes,Entertainment,9.0,0.0,1.0
2874,Female,Yes,39,Yes,Engineer,1.0,0.0,1.0
2875,Female,No,51,Yes,Artist,0.0,0.0,2.0
2877,Female,Yes,30,Yes,Doctor,,1.0,2.0
2878,Male,No,26,Yes,Marketing,10.0,0.0,1.0
2879,Male,No,31,No,Marketing,4.0,0.0,1.0
2881,Female,No,21,No,Doctor,,0.0,2.0
2882,Male,Yes,83,No,Lawyer,,2.0,2.0
2883,Female,Yes,70,Yes,Engineer,0.0,2.0,2.0
2884,Female,Yes,60,No,Artist,,1.0,3.0
2885,Male,No,33,Yes,Healthcare,1.0,0.0,2.0
2886,Female,No,71,No,Engineer,1.0,0.0,1.0
2887,Male,Yes,29,Yes,Engineer,5.0,0.0,2.0
2888,Female,No,41,No,Marketing,1.0,0.0,1.0
2890,Male,No,29,No,Entertainment,1.0,0.0,4.0
2892,Female,No,23,No,Healthcare,0.0,0.0,2.0
2894,Female,Yes,49,Yes,Engineer,6.0,0.0,3.0
2895,Male,No,19,No,Healthcare,9.0,0.0,5.0
2896,Male,Yes,81,Yes,Executive,1.0,2.0,3.0
2897,Female,No,35,Yes,Artist,9.0,0.0,1.0
2898,Male,Yes,59,No,Doctor,0.0,1.0,2.0
2901,Female,Yes,56,No,Artist,,1.0,3.0
2902,Female,Yes,63,Yes,Artist,1.0,0.0,1.0
2903,Female,No,21,No,Healthcare,0.0,0.0,3.0
2904,Female,Yes,77,No,Lawyer,0.0,2.0,3.0
2905,Male,No,36,Yes,Artist,2.0,0.0,1.0
2906,Female,No,22,No,Healthcare,0.0,0.0,5.0
2907,Male,Yes,26,No,Executive,5.0,2.0,4.0
2908,Male,Yes,82,Yes,Lawyer,7.0,0.0,1.0
2911,Male,Yes,36,No,Doctor,0.0,1.0,2.0
2912,Male,Yes,59,Yes,Artist,1.0,0.0,2.0
2913,Male,Yes,61,No,Artist,0.0,1.0,2.0
2914,Female,No,37,Yes,Entertainment,0.0,0.0,1.0
2916,Female,No,28,No,Healthcare,0.0,0.0,4.0
2917,Female,Yes,56,Yes,Artist,,0.0,2.0
2919,Female,Yes,86,Yes,Lawyer,1.0,2.0,2.0
2920,Male,No,45,Yes,Artist,0.0,0.0,2.0
2923,Female,No,25,Yes,Artist,,0.0,5.0
2925,Female,Yes,51,No,Engineer,9.0,1.0,4.0
2926,Female,No,20,No,Healthcare,3.0,0.0,3.0
2927,Female,Yes,62,Yes,Artist,1.0,1.0,3.0
2928,Male,Yes,75,No,Lawyer,0.0,0.0,1.0
2929,Male,No,47,Yes,Entertainment,2.0,0.0,2.0
2931,Male,Yes,62,Yes,Entertainment,2.0,1.0,4.0
2932,Female,No,43,Yes,Artist,1.0,0.0,1.0
2933,Male,Yes,69,Yes,Lawyer,1.0,0.0,1.0
2934,Male,Yes,38,No,Entertainment,1.0,0.0,3.0
2936,Male,Yes,56,Yes,Artist,0.0,0.0,1.0
2937,Female,Yes,51,No,Engineer,,1.0,3.0
2938,Male,Yes,53,Yes,Executive,9.0,0.0,1.0
2939,Female,No,37,Yes,Artist,1.0,0.0,1.0
2940,Male,Yes,28,No,Executive,1.0,2.0,5.0
2942,Female,Yes,74,Yes,Artist,0.0,1.0,2.0
2944,Female,Yes,88,Yes,Lawyer,0.0,0.0,1.0
2945,Female,Yes,50,Yes,Artist,0.0,1.0,2.0
2946,Male,No,19,No,Healthcare,1.0,0.0,7.0
2947,Female,No,28,Yes,Healthcare,5.0,0.0,2.0
2948,Female,No,32,Yes,Artist,6.0,0.0,1.0
2949,Female,Yes,45,Yes,Executive,1.0,2.0,3.0
2950,Male,Yes,56,Yes,Healthcare,,2.0,3.0
2951,Female,No,33,Yes,Artist,1.0,0.0,2.0
2952,Male,No,29,Yes,Artist,,0.0,3.0
2955,Male,No,45,Yes,Entertainment,1.0,0.0,1.0
2956,Male,Yes,86,Yes,Artist,0.0,0.0,2.0
2957,Female,No,26,Yes,Doctor,9.0,0.0,4.0
2958,Male,Yes,46,Yes,Doctor,7.0,1.0,2.0
2959,Male,Yes,35,Yes,Healthcare,6.0,1.0,2.0
2960,Female,No,32,Yes,Marketing,8.0,0.0,6.0
2961,Male,Yes,36,Yes,Artist,,1.0,2.0
2962,Female,Yes,25,Yes,Artist,8.0,1.0,2.0
2963,Female,Yes,63,Yes,Artist,0.0,1.0,4.0
2964,Female,No,23,No,Healthcare,9.0,0.0,4.0
2965,Female,No,26,Yes,Engineer,9.0,0.0,8.0
2966,Female,Yes,46,Yes,Artist,1.0,2.0,3.0
2967,Male,Yes,70,No,Engineer,0.0,1.0,2.0
2968,Female,Yes,40,Yes,Engineer,1.0,1.0,4.0
2969,Male,No,33,Yes,Entertainment,6.0,0.0,1.0
2970,Male,Yes,48,Yes,Homemaker,10.0,0.0,3.0
2972,Female,Yes,45,Yes,Artist,,1.0,2.0
2974,Male,Yes,52,Yes,Marketing,1.0,0.0,3.0
2975,Female,Yes,26,No,Entertainment,1.0,1.0,2.0
2976,Female,Yes,45,Yes,Homemaker,8.0,0.0,2.0
2977,Female,Yes,40,No,Engineer,1.0,0.0,2.0
2978,Male,No,42,Yes,Marketing,1.0,0.0,2.0
2979,Male,No,19,No,Healthcare,0.0,0.0,2.0
2980,Female,No,38,Yes,Artist,,0.0,1.0
2981,Female,Yes,73,Yes,Artist,2.0,2.0,2.0
2982,Female,No,29,Yes,Doctor,9.0,0.0,5.0
2983,Male,Yes,35,Yes,Homemaker,9.0,1.0,4.0
2984,Female,No,26,Yes,Artist,1.0,0.0,4.0
2985,Female,No,39,No,Healthcare,4.0,0.0,3.0
2986,Male,No,28,Yes,Healthcare,1.0,0.0,5.0
2987,Female,No,37,Yes,Artist,1.0,0.0,2.0
2988,Female,Yes,36,Yes,Homemaker,8.0,1.0,2.0
2989,Male,Yes,41,No,Executive,0.0,0.0,3.0
2993,Male,No,25,No,Healthcare,3.0,0.0,5.0
2994,Female,Yes,50,No,Artist,0.0,1.0,5.0
2995,Female,Yes,67,No,Lawyer,,2.0,2.0
2996,Female,No,30,Yes,Healthcare,2.0,0.0,3.0
2997,Male,Yes,66,No,Entertainment,0.0,1.0,2.0
2998,Male,Yes,29,Yes,Entertainment,0.0,0.0,2.0
2999,Female,Yes,43,No,Artist,4.0,0.0,1.0
3001,Female,Yes,42,Yes,Engineer,1.0,2.0,3.0
3002,Female,No,39,Yes,Artist,7.0,0.0,1.0
3003,Female,No,40,Yes,Engineer,0.0,0.0,1.0
3004,Male,No,26,Yes,Healthcare,,0.0,1.0
3005,Female,Yes,39,Yes,Artist,0.0,0.0,1.0
3007,Female,Yes,40,Yes,Artist,1.0,2.0,3.0
3008,Female,Yes,78,No,Lawyer,0.0,2.0,2.0
3009,Female,Yes,45,Yes,Homemaker,8.0,2.0,4.0
3011,Female,No,31,Yes,Entertainment,0.0,0.0,4.0
3012,Female,Yes,57,Yes,Engineer,1.0,0.0,4.0
3013,Male,No,32,Yes,Healthcare,0.0,0.0,4.0
3014,Male,Yes,27,No,Entertainment,6.0,0.0,4.0
3015,Male,No,27,No,Entertainment,6.0,0.0,4.0
3017,Male,Yes,57,No,Executive,1.0,0.0,2.0
3018,Male,No,18,No,Healthcare,11.0,0.0,1.0
3019,Female,Yes,69,Yes,Artist,0.0,0.0,2.0
3020,Male,Yes,59,No,Engineer,1.0,0.0,2.0
3021,Female,Yes,36,Yes,Entertainment,7.0,1.0,2.0
3023,Female,Yes,40,Yes,Artist,9.0,0.0,2.0
3024,Female,No,20,No,Engineer,8.0,0.0,5.0
3026,Female,No,42,Yes,Homemaker,,0.0,1.0
3027,Male,Yes,42,Yes,Entertainment,3.0,1.0,4.0
3028,Male,Yes,30,Yes,Entertainment,,1.0,3.0
3029,Female,Yes,25,No,Engineer,7.0,1.0,2.0
3030,Male,Yes,48,No,Executive,1.0,1.0,4.0
3031,Female,Yes,52,Yes,Artist,0.0,0.0,3.0
3032,Male,Yes,35,Yes,Artist,8.0,1.0,2.0
3033,Female,Yes,74,No,Lawyer,0.0,0.0,1.0
3034,Female,Yes,33,No,Homemaker,8.0,1.0,4.0
3035,Male,Yes,45,No,Executive,11.0,2.0,9.0
3036,Male,Yes,49,No,Artist,1.0,0.0,1.0
3037,Male,Yes,37,Yes,Doctor,8.0,1.0,2.0
3038,Female,Yes,40,No,Engineer,0.0,0.0,5.0
3039,Female,No,29,No,Artist,0.0,0.0,3.0
3040,Male,Yes,72,No,Executive,2.0,2.0,7.0
3041,Female,Yes,49,Yes,Homemaker,2.0,1.0,4.0
3042,Male,No,26,No,Healthcare,0.0,0.0,2.0
3043,Male,Yes,55,Yes,Entertainment,0.0,1.0,4.0
3044,Male,No,28,Yes,Entertainment,14.0,0.0,2.0
3045,Male,No,52,Yes,Entertainment,1.0,0.0,1.0
3046,Female,Yes,59,No,Homemaker,,2.0,2.0
3047,Male,No,19,No,Healthcare,,0.0,2.0
3048,Male,Yes,52,Yes,Artist,,1.0,3.0
3049,Female,No,41,No,Artist,0.0,0.0,1.0
3050,Male,Yes,22,No,Healthcare,8.0,2.0,6.0
3051,Female,Yes,56,Yes,Engineer,0.0,2.0,2.0
3052,Female,Yes,51,Yes,Marketing,9.0,1.0,1.0
3053,Male,Yes,57,Yes,Entertainment,0.0,0.0,2.0
3054,Male,Yes,60,Yes,Entertainment,0.0,0.0,4.0
3055,Male,No,27,No,Entertainment,14.0,0.0,3.0
3057,Female,No,40,Yes,Artist,2.0,0.0,1.0
3058,Female,Yes,69,Yes,Artist,9.0,2.0,2.0
3059,Female,No,41,Yes,Marketing,1.0,0.0,1.0
3060,Male,Yes,70,No,Entertainment,1.0,0.0,1.0
3062,Female,No,20,No,Marketing,,0.0,4.0
3063,Female,No,73,Yes,Lawyer,0.0,0.0,1.0
3064,Male,No,19,No,Engineer,7.0,0.0,5.0
3065,Male,Yes,70,No,Artist,1.0,1.0,2.0
3066,Male,Yes,33,Yes,Doctor,9.0,1.0,2.0
3067,Female,Yes,49,Yes,Artist,1.0,1.0,5.0
3068,Female,Yes,89,Yes,Lawyer,1.0,2.0,3.0
3069,Male,No,25,No,Doctor,6.0,0.0,1.0
3070,Female,Yes,35,Yes,Engineer,5.0,0.0,2.0
3071,Female,Yes,39,Yes,Doctor,5.0,0.0,2.0
3073,Female,No,48,Yes,Artist,1.0,0.0,1.0
3074,Male,Yes,45,Yes,Engineer,5.0,1.0,5.0
3075,Male,No,20,No,Healthcare,,0.0,2.0
3076,Female,Yes,46,Yes,Artist,2.0,0.0,2.0
3077,Male,Yes,84,Yes,Lawyer,1.0,0.0,1.0
3078,Female,No,26,No,Engineer,1.0,0.0,2.0
3079,Female,No,31,Yes,Artist,,0.0,1.0
3080,Male,Yes,51,Yes,Entertainment,0.0,2.0,5.0
3081,Male,Yes,52,No,Executive,9.0,1.0,4.0
3083,Male,No,42,Yes,Artist,4.0,0.0,2.0
3084,Female,No,47,Yes,Homemaker,9.0,0.0,3.0
3085,Female,Yes,41,Yes,Artist,0.0,0.0,3.0
3086,Male,Yes,52,Yes,Artist,2.0,1.0,4.0
3087,Female,No,30,Yes,Doctor,0.0,0.0,5.0
3088,Male,Yes,47,No,Artist,0.0,0.0,2.0
3089,Male,Yes,61,No,Engineer,0.0,0.0,4.0
3090,Male,No,33,No,Healthcare,,0.0,2.0
3091,Male,Yes,31,No,Executive,9.0,1.0,2.0
3092,Female,Yes,31,No,Entertainment,0.0,1.0,2.0
3093,Male,Yes,47,Yes,Artist,1.0,1.0,3.0
3095,Male,Yes,31,Yes,Entertainment,0.0,1.0,2.0
3096,Male,No,30,No,Doctor,0.0,0.0,5.0
3097,Female,No,32,Yes,Marketing,0.0,0.0,3.0
3098,Male,Yes,41,Yes,Artist,7.0,2.0,2.0
3099,Female,Yes,37,No,Engineer,3.0,2.0,2.0
3100,Female,No,51,No,Entertainment,1.0,0.0,1.0
3101,Male,Yes,46,Yes,Artist,1.0,1.0,4.0
3102,Male,Yes,65,No,Executive,,2.0,2.0
3103,Male,No,38,Yes,Healthcare,8.0,0.0,1.0
3104,Female,Yes,38,Yes,Executive,0.0,2.0,1.0
3105,Female,No,21,No,Healthcare,7.0,0.0,5.0
3106,Male,No,21,No,Healthcare,0.0,0.0,5.0
3107,Female,Yes,75,Yes,Lawyer,3.0,2.0,2.0
3108,Male,Yes,68,No,Executive,0.0,2.0,2.0
3109,Female,No,22,No,Doctor,1.0,0.0,5.0
3110,Female,No,35,Yes,Healthcare,9.0,0.0,1.0
3111,Male,Yes,35,Yes,Artist,1.0,1.0,4.0
3113,Male,Yes,68,Yes,Artist,2.0,0.0,1.0
3114,Male,No,27,No,Doctor,7.0,0.0,3.0
3115,Female,No,33,No,Entertainment,1.0,0.0,1.0
3116,Female,Yes,69,Yes,Entertainment,1.0,2.0,2.0
3118,Male,Yes,47,No,Entertainment,1.0,0.0,2.0
3119,Male,Yes,53,Yes,Artist,8.0,0.0,1.0
3120,Male,Yes,63,Yes,Artist,,1.0,2.0
3121,Female,Yes,32,No,Artist,8.0,0.0,1.0
3122,Female,Yes,41,Yes,Entertainment,5.0,2.0,2.0
3123,Male,Yes,38,Yes,Entertainment,0.0,0.0,2.0
3124,Female,No,25,No,Doctor,0.0,0.0,3.0
3125,Male,Yes,57,Yes,Artist,0.0,1.0,2.0
3126,Male,No,37,Yes,Doctor,,0.0,1.0
3127,Female,Yes,33,Yes,Entertainment,0.0,0.0,5.0
3128,Female,Yes,48,Yes,Entertainment,,1.0,4.0
3131,Male,No,35,Yes,Artist,13.0,0.0,1.0
3132,Male,No,27,No,Healthcare,1.0,0.0,4.0
3133,Male,Yes,52,Yes,Artist,1.0,0.0,4.0
3134,Male,Yes,46,No,Entertainment,8.0,0.0,1.0
3135,Female,No,40,Yes,Artist,0.0,0.0,4.0
3136,Male,Yes,46,Yes,Entertainment,,1.0,4.0
3137,Female,Yes,62,Yes,Homemaker,1.0,0.0,1.0
3138,Female,Yes,43,Yes,Entertainment,8.0,0.0,1.0
3139,Male,Yes,46,Yes,Entertainment,,0.0,2.0
3140,Female,No,42,Yes,Artist,9.0,0.0,1.0
3141,Female,No,31,Yes,Healthcare,,0.0,4.0
3142,Male,No,19,No,Entertainment,1.0,0.0,6.0
3144,Male,Yes,43,Yes,Engineer,5.0,2.0,2.0
3145,Male,No,32,No,Doctor,9.0,0.0,4.0
3146,Male,No,40,Yes,Artist,8.0,0.0,2.0
3147,Female,Yes,48,Yes,Engineer,0.0,2.0,2.0
3148,Male,No,38,Yes,Doctor,7.0,0.0,1.0
3149,Male,Yes,68,No,Lawyer,2.0,0.0,3.0
3150,Female,No,38,Yes,Marketing,,0.0,4.0
3151,Male,Yes,35,Yes,Artist,2.0,0.0,3.0
3152,Female,No,52,Yes,Artist,,0.0,1.0
3153,Male,Yes,60,Yes,Artist,0.0,1.0,2.0
3154,Female,No,26,Yes,Healthcare,1.0,0.0,5.0
3155,Female,No,28,Yes,Artist,5.0,0.0,4.0
3156,Male,Yes,75,No,Lawyer,1.0,0.0,1.0
3157,Female,Yes,25,No,Entertainment,2.0,0.0,2.0
3158,Female,Yes,35,Yes,Artist,8.0,1.0,2.0
3159,Male,Yes,56,Yes,Doctor,0.0,0.0,1.0
3160,Male,Yes,41,Yes,Entertainment,2.0,1.0,2.0
3161,Male,No,37,Yes,Marketing,,0.0,1.0
3162,Female,No,36,Yes,Healthcare,1.0,0.0,2.0
3163,Female,No,31,Yes,Artist,0.0,0.0,2.0
3164,Male,Yes,68,No,Lawyer,0.0,0.0,2.0
3166,Male,Yes,62,No,Artist,1.0,1.0,2.0
3167,Female,No,39,Yes,Homemaker,10.0,0.0,1.0
3168,Female,Yes,72,No,Lawyer,0.0,2.0,7.0
3169,Male,No,31,Yes,Healthcare,1.0,0.0,3.0
3170,Female,Yes,65,Yes,Artist,1.0,1.0,4.0
3171,Male,Yes,68,Yes,Artist,1.0,0.0,1.0
3173,Female,Yes,52,Yes,Entertainment,,0.0,2.0
3174,Female,No,28,No,Healthcare,8.0,0.0,4.0
3175,Male,Yes,43,Yes,Artist,8.0,1.0,2.0
3176,Male,Yes,77,Yes,Artist,1.0,2.0,2.0
3177,Female,No,42,Yes,Artist,13.0,0.0,1.0
3178,Male,No,31,Yes,Healthcare,14.0,0.0,4.0
3179,Male,No,21,No,Doctor,,0.0,4.0
3180,Female,No,85,Yes,Lawyer,0.0,0.0,3.0
3181,Male,No,26,Yes,Artist,1.0,0.0,2.0
3183,Female,Yes,76,Yes,Artist,1.0,2.0,2.0
3184,Female,No,37,No,Homemaker,9.0,0.0,1.0
3185,Male,No,33,No,Doctor,2.0,0.0,4.0
3186,Male,Yes,52,No,Doctor,,1.0,4.0
